"","City","Apr2011","Apr2012","Apr2013","Apr2014","Apr2015","Apr2016","Aug2011","Aug2012","Aug2013","Aug2014","Aug2015","Dec2010","Dec2011","Dec2012","Dec2013","Dec2014","Dec2015","Feb2011","Feb2012","Feb2013","Feb2014","Feb2015","Feb2016","Jan2011","Jan2012","Jan2013","Jan2014","Jan2015","Jan2016","Jul2011","Jul2012","Jul2013","Jul2014","Jul2015","Jun2011","Jun2012","Jun2013","Jun2014","Jun2015","Mar2011","Mar2012","Mar2013","Mar2014","Mar2015","Mar2016","May2011","May2012","May2013","May2014","May2015","Nov2011","Nov2012","Nov2013","Nov2014","Nov2015","Oct2011","Oct2012","Oct2013","Oct2014","Oct2015","Sep2011","Sep2012","Sep2013","Sep2014","Sep2015","long","lat"
"24","Huizhou",102.217358472,102.21542002354,105.109206020316,112.81098223585,103.055138644189,109.352929807455,102.831173709624,102.419748443736,108.297867532982,109.566355791794,102.435993251317,100,102.831070878451,103.03477657138,111.694180119398,105.886335475275,103.359760626255,101.4045,102.522783327957,103.756020007379,112.926166926115,104.724127057098,104.707778624343,100.9,102.728239807572,103.03477657138,112.364345200114,105.568676468849,103.979919190013,102.831173709624,102.52227071445,107.4383606478,111.461196125935,102.02788172442,102.831173709624,102.317635443563,106.79757519662,112.360076739853,102.232346417254,101.810118,102.420260544629,104.482312147431,113.377871593819,103.781609913585,105.859564189211,102.72844526436,102.21542002354,105.844970462458,112.698171253614,102.642918089613,102.934004883334,102.726596781036,110.917755828598,106.525488405709,103.463223850105,102.934004883334,102.521553673689,109.928400226559,107.060792367547,103.256710429247,102.831173709624,102.214908946849,109.055952605713,108.251559522292,103.050609210825,114.415801,23.112257
"25","Ji''Nan",101.60932302,99.990997307372,104.783233636145,111.907748750708,105.154027239706,109.758280954203,101.709507373874,100.29096989933,108.068366456485,107.930165572051,105.574536510911,100,100.796257805822,100.994512357358,110.46550231524,105.893589338368,106.74050972087,100.6008,100.796157009564,102.718690672322,111.461901146124,105.364756753213,107.595714684754,100.2,100.695461548016,101.802468456217,110.907364324501,105.575908570353,106.953990740312,102.117979291038,100.090788322685,106.998382630184,109.351738168238,105.363808893125,102.117979291038,99.8910063100646,105.938992703152,110.679896931415,105.574958810747,101.103804,100.594564695545,103.643158888373,111.907748750708,105.154027239706,108.564076116917,101.81254166604,99.8910063100646,105.411933037962,111.460117755705,105.469489321425,101.099556475248,100.592143782229,109.915922701732,106.212226016418,106.421245982922,101.302160796842,100.491652130099,109.260360538501,106.638781140982,106.208828326269,101.811216881248,100.391260869229,108.716776655224,107.174654413047,105.785685583933,117.12,36.651216
"26","Jilin",101.8998405,101.390344554825,104.77999284636,111.125197345034,104.42017253016,103.997718373462,102.410257514567,101.389432041724,108.279545993738,108.591126798384,104.002701097752,100,102.103333870386,101.998275581134,110.351193193167,105.789521828263,102.966308983674,101.7,101.695226844906,103.431249354774,110.79259796594,104.734165558504,103.068657494803,101.7,101.797023868775,102.712263510202,110.79259796594,105.36636374095,102.760376365706,102.307949565002,101.694515588489,107.526857987823,109.356623160508,104.106807905657,102.10374208084,101.390344554825,106.991898495347,109.906153930159,104.002805100557,101.1915,101.491836391216,104.258699349612,111.014183161872,104.629431392946,103.274794809793,102.0017403405,101.390344554825,105.93257276767,110.569571358309,104.106912012569,102.205539409796,101.998275581134,110.021129803756,106.001524878019,103.379828296861,102.307847257053,101.490821473766,109.364940162779,106.32048633703,103.587002301464,102.410257514567,101.490821473766,108.929223269701,106.962259896409,103.690692994458,125.325862,43.89654
"27","Jinhua",101.2036032,95.7769164762732,96.6267163802777,101.759862243917,95.6147963372396,98.8171544876041,101.507517721613,94.0620164202281,100.051093446858,98.1411551649149,96.5742956015184,100,101.202995168448,94.907720390839,101.355763307245,96.4829359289728,97.9334019019069,100.2,100.899588588933,95.4779259749472,102.066469919555,95.5204221601454,98.0313353038088,100,101.000589178111,95.2873512724024,101.659830597166,96.0970041852569,98.0313353038088,101.507517721613,95.0121377982102,98.9625058821546,99.8384081026602,96.1895374517115,101.406111610003,95.0121377982102,97.8857624947127,100.643556555101,96.0934440077039,101.0016,96.2582075138424,96.2417493827467,102.168536389475,95.233860893665,98.423460645024,101.3048068032,95.4895857268444,97.5929835440805,101.251062932697,95.9016407262513,101.507517721613,94.0611698620803,101.153456394456,96.8704175993703,97.543228985963,101.507517721613,93.7798303709674,101.153456394456,97.0645466927558,97.2514745622762,101.507517721613,93.7798303709674,100.95155328788,97.5523082339255,96.8640184883229,119.647421,29.079175
"28","Jining",101.6078144081,100.696187056967,104.78787150374,111.123997916134,106.008217573069,104.11160729495,101.505800568866,101.099071897205,108.393624200936,109.463690584175,104.321500270391,100,101.100183389792,101.402267710527,111.235233149283,107.290022406619,103.696510578305,101.2027,100.696187056967,102.723539258795,111.123997916134,106.75421603472,103.799999695863,100.9,100.897983023013,101.706474513659,111.235233149283,107.075442361806,103.592814067727,101.505800568866,100.79668185165,107.108324309226,110.457810882114,104.845728914966,101.709219006879,100.59549086991,106.469507265632,110.901416548308,105.478600518074,101.3039027,100.696187056967,103.956221729901,111.123997916134,106.327199170581,104.007599695254,101.811030036916,100.59549086991,105.207022989755,111.23512191405,105.584184702777,101.302788967728,101.402267710527,110.352413838574,107.612860989588,103.904319216739,101.505800568866,101.098970798133,110.02234679818,108.045041154204,104.11254430535,101.505800568866,101.200170969102,108.610411449338,108.587981059502,104.425821770662,116.587282,35.414982
"29","Jinzhou",102.522889728,102.112391561146,104.995346130541,114.262969591608,103.962060590044,99.5778027033048,102.624797071118,102.009463495801,109.79967562849,111.094113873451,102.41092794784,100,102.419445057429,102.210733468914,113.240854917343,106.606050006243,101.288906042929,101.304,102.419445057429,103.747574057353,114.034899792024,104.484483005069,100.480114128176,100.8,102.419445057429,102.517365669321,113.580577482095,105.646595556187,100.782461512714,102.830457987092,102.213891278358,108.283703775631,112.443435094586,102.71908520345,102.933391378471,101.908166778024,107.211587896664,112.668772639866,103.339119922988,101.709216,102.214606167314,104.058816779525,114.262969591608,104.484483005069,100.078193671663,102.727935507456,102.112391561146,105.940304245716,113.577391774058,103.546212347683,102.521967024453,102.415564598111,112.902148471928,107.141758800244,101.593687104241,102.419547476976,101.703639124241,111.56338781811,108.114791927593,102.00169387976,102.419547476976,101.907454032306,110.787872709146,109.649890393096,102.206106091944,121.126846,41.095685
"30","Jiujiang",102.2159378,99.9870291305096,102.817425567404,107.746082210332,100.636579025158,102.1466710541,101.909392508981,99.886942214337,105.093720872876,104.970340032091,100.535037622651,100,100.388280687265,100.487062963161,107.20939199401,102.470828981226,100.031864279807,100.6,100.087316621765,101.797012315949,107.531020169992,101.040336208648,100.432291832519,100,100.187504125891,100.889011215013,107.531020169992,101.446120691413,100.131896144087,101.807584924057,99.9869291434805,104.570866540176,105.923652908265,100.635673295947,101.909494418476,99.8870421013791,104.675542082258,106.77787591559,100.635673295947,101.5054,100.187403938386,102.407794389844,107.746082210332,100.83825553623,101.135317875347,102.0115059244,99.8870421013791,104.051234674212,107.530590045911,100.938488762233,100.994246164251,100.086716098766,106.676011934338,102.779166480668,99.732666280964,101.501754938945,99.886942214337,105.829376918987,103.088431775996,99.8324987797437,101.909392508981,99.886942214337,105.093720872876,103.710695951706,100.13289747216,116.00193,29.705077
"31","Kunming",101.80971801,102.114534474066,105.529552144115,110.926571855909,104.760626143986,104.650229204992,102.013235432683,102.318049149731,107.762719099712,108.39407384981,103.820501770715,100,102.216751225291,103.653510466316,109.715526170202,105.708945212231,103.612757154312,101.505,102.216751225291,103.964470997715,110.594566965878,105.181034739841,103.923595425775,101,102.216751225291,103.964470997715,110.373819327223,105.497527321806,103.923595425775,102.013235432683,102.318049149731,107.013623733577,109.488963484657,104.237451577023,102.115350783466,101.910407519652,106.693543104264,110.37193899663,104.551104891698,101.70801,102.114534474066,104.900151236695,110.705161532844,105.075853705101,103.81967183035,101.91152772801,102.012419939592,106.162729456979,110.926571855909,104.551104891698,102.216751225291,103.035298674271,109.169677781296,106.240145941941,103.509247906406,102.42159441412,102.52268524803,108.626545056015,106.881434549236,103.612860767173,102.319275138981,102.52268524803,108.193769976111,107.418527185162,103.612860767173,102.832892,24.880095
"32","Lanzhou",101.096776,101.704265512679,105.206398980084,110.691679069255,105.279653188418,106.227043583395,101.400167121283,101.704265512679,108.719766109065,108.602227102919,104.4395198715,100,101.907979563828,102.008971492155,110.030176547222,106.874450833406,105.171640905799,101.6048,101.907979563828,103.235833392292,110.47062734394,106.021165217952,105.487366171798,101.2,101.907979563828,102.314998406632,110.140206723769,106.446953030073,105.381984187611,101.501668790074,101.704265512679,107.536860642003,108.929014145355,104.4395198715,101.400268521552,101.704265512679,107.001851385078,109.586533345428,104.648817506513,101.096776,101.806071584264,104.371427559607,110.581097971284,105.915144052734,105.803828270314,101.197872776,101.704265512679,105.837637373964,110.470295711117,105.069093882041,101.907979563828,102.008971492155,109.810555436349,107.088628089585,104.961717470858,101.806173390437,101.602561247167,109.373063183615,107.4108606716,104.961717470858,101.602967455526,101.704265512679,109.045925407392,108.059215967405,104.961717470858,103.834304,36.061089
"33","Luoyang",104.0504331465,104.569741051775,107.631539433307,115.176994782239,107.145250231543,106.928293939988,104.885232686295,104.360601778706,110.896065887915,111.867422426071,106.93106687633,100,104.98917300792,104.6736831666,113.693066062408,109.096363604899,106.290869296197,103.2231,104.884183834912,106.246509929862,114.947100581077,107.79113471073,106.078393848474,102.1,104.884183834912,104.883030532933,114.375224458783,108.441785423269,106.1845784269,104.571518131899,104.465066845552,110.234657940273,112.997396389971,106.93106687633,104.467051080819,104.360706139413,109.035269970596,113.908665715697,107.038104981312,103.5327693,104.674415467242,106.671495969581,115.176994782239,107.575552441308,106.290550636171,104.258534012793,104.465171310723,108.38496020934,115.292171777021,107.038104981312,105.305088272738,104.464753659282,113.353007041284,109.865421555789,106.503877050297,105.305088272738,104.256241176928,112.565051679528,110.306648148383,106.717311673645,105.199888384354,104.256241176928,112.005026546794,110.972483046663,106.824135809454,112.45404,34.619683
"34","Luzhou",99.998097,101.403877841962,106.47465249551,113.814883590466,103.436376429809,104.048581820252,101.302878972727,102.115125452377,108.506178217659,109.540631660785,102.5084446647,100,101.606990215403,103.135445707795,112.235821641709,104.898671462703,103.4306069426,99.7985,101.505383225187,104.480331919825,113.247964281274,104.269279433927,103.221263394148,99.5,101.606990215403,103.651122936334,112.90923657156,104.269279433927,103.84432937037,101.100677617492,102.013112340037,107.431859621445,111.095975315198,102.713872409519,100.298291287194,101.606685597646,106.368177843015,113.017268886264,102.816689098618,99.7985,101.505383225187,105.629615570943,113.587708174118,104.060740875059,103.530927184331,100.198093194,101.403877841962,106.47465249551,113.928698474057,103.126067300519,101.606990215403,102.622334037607,111.455632216196,106.280315565049,103.4306069426,101.606990215403,101.706971295943,111.011585872705,106.707144141615,103.637882708016,101.505484730672,102.013010326924,110.459289425577,107.45935965923,103.431020666683,105.442258,28.871811
"35","Mudanjiang",101.597237,101.494218829017,104.465430371162,107.853465852352,103.716630522902,101.863063807418,102.003522723988,101.493914143372,106.357642823844,106.668156262635,102.991651275547,100,101.901519201264,101.594393930325,107.853573705926,104.760469706289,102.477516540413,102.2105,101.799617682063,102.407149081768,107.74572013222,104.132744971809,101.863471261303,101.5,101.901519201264,101.594393930325,107.853573705926,104.341427827464,102.272561507332,102.20793860119,101.697308760893,106.145352119605,107.7456123865,103.509197261856,102.003930739711,101.595713047846,105.827868514063,107.7456123865,103.716630522902,102.2105,101.799617682063,103.328813423503,107.74572013222,103.924479481866,101.65974431878,101.902028711,101.494218829017,105.19668838376,107.853465852352,103.716630522902,101.901519201264,101.696090020345,107.316988762115,105.392826666287,102.682882305023,101.901519201264,101.290926315085,106.889431037963,105.604034735759,102.785667972996,102.003522723988,101.290926315085,106.889431037963,106.241483637584,102.991651275547,129.633169,44.551653
"36","Nanchang",103.023636,101.179406055144,107.618430230821,114.13518367862,106.813950299476,113.950115669343,103.539372321816,102.398829976619,110.881902345504,110.857216885636,107.456116623188,100,102.096848334276,103.322879066304,113.453215718218,107.674050615795,109.403259322217,102.818,101.892654637607,105.187340419056,114.021162516104,107.0280063121,110.716098434083,101.8,101.892654637607,103.632847703503,113.680122149655,107.674050615795,109.403259322217,103.539372321816,101.990866510576,110.22057887227,112.317342336004,107.241633356475,103.539372321816,101.584528396989,109.78145306003,113.337378744706,107.241633356475,102.818,101.892654637607,106.870337865761,114.13518367862,106.813950299476,112.376839910594,103.332706908,101.381764867254,108.586996102898,113.906913311262,107.027578200075,102.609897823392,102.808834891845,112.888771858924,107.998044750045,108.750754793456,103.125525450646,102.808834891845,112.551118503413,108.431771837395,108.31748485404,103.435832949494,102.603627636572,111.879839466614,109.637787499894,107.885941089681,115.858198,28.682892
"37","Nanchong",98.2007162136,98.2967612263096,104.86324989976,112.093946875652,103.227918920496,101.988232341268,98.9875991418238,98.4930594656847,109.441608550756,108.9820426987,101.79004135314,100,98.6909332082082,99.9776580635102,110.428773173183,104.896532587496,100.97795796118,97.9068,98.493650032725,102.391518639796,111.535821624245,104.163515617775,100.675226043213,98.3,98.592242275,101.177389960272,110.980917039049,104.476946457146,100.876980003219,98.9875991418238,98.2964665326195,108.680842652191,110.41746980618,101.994029411964,98.3972158467434,98.1002660006183,107.818296281935,111.64557108815,102.403643987916,98.1026136,98.3951563826923,103.824999900753,111.981964910742,103.538534524068,101.379952625515,98.2989169298136,98.1984644650833,105.911882398758,112.093946875652,102.711779325894,98.7897229311393,99.2826793083517,109.770152259626,105.423650841705,101.281803371294,98.888611542682,98.7887356302007,109.660491767858,106.166818571707,101.383186557852,98.9875991418238,98.6900455846161,109.660491767858,107.674258186315,101.484671229081,106.110698,30.837793
"38","Nanjing",101.6078079825,98.896391237767,106.131588174855,113.913391549088,110.421212288398,132.302174069257,101.201884586394,99.6895418778361,109.677146880186,111.535328661175,113.093815163036,100,99.69183457829,100.689331484591,112.444513674801,110.201251472069,117.103159414695,101.2035,99.1937741727368,103.119468499971,113.120192757472,109.980848969125,123.031389756905,100.7,99.2930672399768,101.595535467952,112.781847215825,110.201251472069,119.913635240648,101.404693974343,99.4905607563235,108.914743674465,112.661948142601,112.085049715596,101.506200174518,99.0941840202425,108.157640193113,113.570512240525,111.195485828964,101.7095175,98.9953866243913,104.666260527471,113.572673528502,110.200810667064,127.091425618883,101.6078079825,98.896391237767,107.192904056604,114.141218332186,110.752475925263,100.192798571146,100.088798692436,111.885088233632,110.311563035105,116.058631729133,100.696279971001,99.8890206511336,111.328446003614,110.311563035105,114.79587708124,101.100682701808,99.7892314197139,110.554564055228,110.754581360547,113.659284238851,118.796877,32.060255
"39","Nanning",102.518331048,100.787673782618,104.981233958787,113.233708641775,106.821251022912,112.168830078026,102.210981091518,101.090238379313,109.458611628793,109.979640001439,107.677530171111,100,101.904552570206,101.596194516344,111.774039493501,107.144718024076,109.083702565572,101.1987,101.090946622485,102.609718152839,112.782241329732,106.289167450654,110.17715760009,101.3,101.496934359925,101.393002127311,112.332909690969,106.823283870004,109.738204780966,102.210981091518,101.090238379313,108.589892488882,111.202871588917,107.248536027003,102.313294385904,100.8884614564,107.408400087914,112.553513753964,107.248536027003,102.0082896,100.787673782618,104.251473643284,113.120588053722,106.501745785555,110.94839770329,102.518331048,100.787673782618,106.555952468169,113.346942350417,106.821251022912,102.108770110427,101.697892408753,111.217949744777,107.683133692539,108.757430274748,102.108770110427,101.59629611264,110.995957829119,108.007155158013,108.324133739789,102.108770110427,101.292418856072,110.005904686937,108.54990468142,107.785207701282,108.366543,22.817002
"40","Ningbo",100.2969871904,94.8912500488231,94.1091915241659,98.8187130451479,92.6641442987248,99.9497796571849,100.396380602033,92.1641765960247,96.0985874261277,94.730094803059,94.8137435861072,100,98.7989543254236,91.7039086981042,98.3272756811482,93.0363813731331,96.2438383552454,100.5004,98.502755060356,93.3611817360963,99.0167465382244,92.5717576845556,97.3054078923037,100.1,98.6013564167727,92.2541321502928,98.7205847838728,92.8503086103868,96.7250575470216,100.396380602033,92.5343138514304,95.430573412242,95.3978799627986,94.3420334190122,100.698476030123,93.0928710778978,95.5260995117538,96.7524137553739,93.6862298103398,99.8973976,96.9267109793903,93.5479040995685,99.0167465382244,92.4791859268711,98.8622944185806,100.597878151971,93.3729900480419,94.7679558648351,98.225800766877,93.2201291645172,99.2954314828378,91.7039086981042,97.8380852548738,93.4100214589689,95.9559704439136,99.894800284545,91.7039086981042,97.3513286118148,93.7851621073985,95.478577556133,100.295984221431,91.9798482428327,96.9634747129629,94.2564443290437,95.1929985604516,121.54399,29.868336
"41","Pingdingshan",101.090529936,101.697880218162,105.089401064469,112.677109542426,105.880503652396,106.62197749943,101.698388505996,101.595775953214,108.707348418222,109.882435082292,105.562756578577,100,102.003585064604,101.900155678821,111.336280038627,107.268787882477,106.090780642481,102.212,101.901581479539,102.918036333896,112.339865266895,106.305299629716,106.196871423123,101.2,102.003585064604,101.798255523142,112.115633998897,106.625175155182,106.196871423123,101.495397710575,101.392989973268,107.418328476504,110.65703432255,105.457299279298,101.394003706868,101.392989973268,106.671627086896,112.001046885172,105.457299279298,101.496516,101.79967989806,104.358888842571,112.564544997429,106.092689030457,106.515462037393,101.191620465936,101.494484457725,105.82502687192,112.677109542426,105.562862141439,102.105690755359,101.59536957011,111.003270227943,107.807827017565,105.879022597286,102.003687068291,101.798967505121,110.561026123449,108.567801628967,105.985007604891,101.901785283008,101.595775953214,110.120543947659,109.223140471798,105.985007604891,113.192661,33.76617
"42","Qingdao",100.900385568,97.5051080978775,100.8565356293,107.926396033298,97.8028569669358,100.565254718434,101.506695580066,97.1155749960163,104.639773096082,104.826645112472,97.998364682407,100,100.797468600741,97.2107482595124,106.748211220467,99.9848882994579,97.8996816025626,99.9984,100.294086042549,99.1638094027942,107.710866589253,98.6892841168735,98.2915740280176,100.4,100.495076194939,97.891223497329,107.38870048779,99.3849789696612,98.1933806473702,101.60830388395,97.2127877838001,103.398985272808,105.885500113608,97.998364682407,101.405492898153,97.4076029897796,102.578358405563,107.171558819442,97.8027591640788,100.3983936,99.0905570100381,100.155447496822,107.818577455843,98.0971484121723,99.3727813423258,101.203086724704,97.4076029897796,101.764244449964,107.818469637265,97.7050541099689,101.100770913481,96.7271126960322,106.111541968655,100.892924621047,97.6068610195041,101.404985871095,96.7271126960322,105.583623849408,101.912045071765,97.8024659514069,101.608202275646,96.7271126960322,105.058332188466,103.359072080898,97.9003663177246,120.382609,36.067108
"43","Qinhuangdao",101.5019457984,101.196631395382,105.206569000465,110.034594656896,101.744377169172,101.33517147167,101.806146012827,101.702917231483,107.968246236251,107.523762839746,101.033995893704,100,101.399430255894,102.211736417471,109.159028127424,104.118883269819,100.932558165962,101.5056,101.196631395382,103.646073714618,109.814964727442,102.873100831496,100.830414417098,100.8,101.196631395382,102.518371626724,109.486505211806,103.39005108693,100.528827933299,102.010166345518,101.398721068279,107.005199441279,108.500265226787,101.135131024728,101.908258087431,101.095434763987,106.36699745654,109.375267365712,101.337806638004,100.8965664,101.196631395382,104.37159623062,109.814964727442,102.46160842817,101.032075245933,101.806451635795,101.095434763987,105.837808414468,109.814525467583,101.540888414834,101.500931187081,101.804518344095,108.832530535816,104.327538346512,100.932558165962,101.704339866815,101.906424768864,108.615299935945,104.851797333178,100.731095974014,101.806146012827,101.804620148715,108.724023959904,106.448525211348,100.831927901916,119.600493,39.935385
"44","Quanzhou",101.507816412,101.000785578257,103.644996864195,110.360498113391,100.205180605312,101.915671121569,101.609324228412,100.899079099584,106.154220170185,106.759485958213,99.8048607083838,100,101.609222619088,100.898978200505,109.047454443019,102.757294876559,100.30448384109,100.701,101.406105783072,102.113297403148,110.250247865526,100.506499089583,100.404186498028,100.2,101.507613396469,101.403473091508,109.592691715234,101.113178158534,100.103874873408,101.609324228412,101.000079178763,105.626089721577,107.837864604255,99.8048607083838,101.507816412,100.697985223094,104.683934312762,109.147636239125,99.9047654738577,101.305206,101.101887465723,102.113297403148,110.360498113391,100.405992590493,101.006611617016,101.507816412,100.798784007101,104.266866845381,110.250137615278,100.104975424707,101.609222619088,100.798180020485,108.397072010953,103.273663192522,100.104275290509,101.71093355264,100.899079099584,107.965211166288,104.527999182714,100.104275290509,101.71093355264,100.899079099584,107.428070812227,105.264853154798,99.8048607083838,118.675676,24.874132
"45","Sanya",101.1036015936,100.597986620002,102.521438753985,107.119870107907,100.539419387628,100.73778187559,101.305505485982,100.196097462259,103.549216173803,104.026144232942,100.739793647358,100,101.10289447501,100.596781255227,105.844225336334,101.551588536813,100.939762137748,100.8016,101.10289447501,101.302165885388,106.480137442155,100.841742932941,101.040701899886,100.4,101.10289447501,100.898571598992,106.267602237679,101.043830594129,100.939762137748,101.305505485982,100.196097462259,102.931626415311,104.548888676324,100.43847821272,101.305505485982,100.296393856116,102.623755149861,107.119762988037,100.238002208304,101.2048064,100.90068868606,101.909978880701,106.906057991923,100.740901190008,100.838620496086,101.406912398381,100.396790646762,102.418917315231,107.226989978015,100.338340548852,101.10289447501,100.195997266162,105.632959417499,102.267460762148,100.437574266416,101.305505485982,100.095901364797,104.690742732903,102.884769378419,100.739793647358,101.305505485982,100.196097462259,103.859863822324,103.610039656011,100.739793647358,109.511909,18.252847
"46","Shanghai",102.3177513486,101.09525127124,109.760582749864,122.684499281359,116.789144776781,149.980690974426,102.624909238149,101.196144332009,116.840091217174,118.802197421529,125.301623788084,100,101.806063240089,102.006927840397,120.741140649819,116.208798039372,134.173292451412,101.8081,101.500848662495,105.088455123527,121.83022573848,116.092589241333,140.416107402591,100.9,101.704257176849,103.129004046641,121.344846353068,116.208798039372,137.125104885343,102.624909238149,101.196144332009,115.113390361748,120.123556543508,123.693606898405,102.624909238149,101.196144332009,113.300581064713,121.582547108813,121.745676081107,102.0117162,101.29784696517,107.925843411862,122.317546641434,116.092589241333,145.471087269084,102.522386851297,100.994156019969,111.297230908362,122.316445783514,119.35850596187,102.112400441413,101.398536620673,120.021014562444,116.558473459751,131.671533318363,102.419659419672,101.196144332009,119.305183461674,117.026579778867,129.59796586453,102.624909238149,101.196144332009,118.475852494215,117.732977644735,127.306449768694,121.473701,31.230416
